Title,Document,EPA.Comment.Letter.Date,Federal.Register.Date,Agency,State,eis_url,EIS_ID,EIS.Title,EIS.Number,Document.Type,EIS.Comment.Due..Review.Period.Date,Amended.Notice.Date,Amended.Notice,Supplemental.Information,Website,State.or.Territory,Lead.Agency,Contact.Name,Contact.Phone,Rating..if.Draft.EIS.
Clearwater National Forest  Proposes to Approve Plans-of-Operation for Small-Scale Suction Dredging in Lolo Creek and Moose Creek  Clearwater National Forest  North Fork Ranger District  Clearwater and Idaho Counties  ID,Final,02/12/2007,01/12/2007,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87446,87446,Clearwater National Forest  Proposes to Approve Plans-of-Operation for Small-Scale Suction Dredging in Lolo Creek and Moose Creek  Clearwater National Forest  North Fork Ranger District  Clearwater and Idaho Counties  ID,20070000,Final,2007-02-1200:00:00.0,NA,NA,NA,NA,ID,Forest Service,Vern Bretz,208-476-8322,NA
Northern Spotted Owl Management Plan  Removal or the Modification to the Survey and Manage Mitigation Measures  Standards and Guidelines (to the Northwest Forest Plan)  Addresses the Effects of an  Additional No-Action Alternative  to the (July 2006) Draft Supplement and  to the (2004) Final Supplemental EIS    Northwest Forest Plan   OR  WA  and CA,DE,04/04/2007,01/05/2007,Forest Service,Multi,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87445,87445,Northern Spotted Owl Management Plan  Removal or the Modification to the Survey and Manage Mitigation Measures  Standards and Guidelines (to the Northwest Forest Plan)  Addresses the Effects of an  Additional No-Action Alternative  to the (July 2006) Draft Supplement and  to the (2004) Final Supplemental EIS    Northwest Forest Plan   OR  WA  and CA,20060539,DE,2007-04-0500:00:00.0,NA,NA,NA,NA,WA-OR,Forest Service,Carol Hughes,503-808-2661,NA
Canadian River Tamarisk Control  Proposes to Control the Nonnative Invasive Species Tamarisk (also Known as salt cedar) Cibola National Forest  Canadian River  Harding and Mora Counties  New Mexico,Draft,02/12/2007,12/29/2006,Forest Service,NM,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87441,87441,Canadian River Tamarisk Control  Proposes to Control the Nonnative Invasive Species Tamarisk (also Known as salt cedar) Cibola National Forest  Canadian River  Harding and Mora Counties  New Mexico,20060526,Draft,2007-02-1200:00:00.0,NA,NA,NA,NA,NM,Forest Service,Keith Baker,505-346-3820,LO
Maury Mountains Allotment Management Plan  To Implement or Eliminate Livestock Grazing in Six Allotments in the Maury Mountains of the Ochoco National Forest  Prineville  OR,Final,01/09/2007,12/29/2006,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87444,87444,Maury Mountains Allotment Management Plan  To Implement or Eliminate Livestock Grazing in Six Allotments in the Maury Mountains of the Ochoco National Forest  Prineville  OR,20060529,Final,2007-01-2900:00:00.0,NA,NA,NA,NA,OR,Forest Service,Kevin Keown,541-416-6484,NA
Emerald Creek Garnet Area  To Provide a Public Recreational Area for Collecting Garnet Gemstone  US Army COE Section 404 Permit  Idaho Panhandle National Forest  St. Joe Ranger District  Latah County  ID,Final,02/12/2007,12/29/2006,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87443,87443,Emerald Creek Garnet Area  To Provide a Public Recreational Area for Collecting Garnet Gemstone  US Army COE Section 404 Permit  Idaho Panhandle National Forest  St. Joe Ranger District  Latah County  ID,20060528,Final,2007-01-2900:00:00.0,NA,NA,NA,NA,ID,Forest Service,Tracy Gravelle,208-245-4517,NA
Long Rail Vegetation and Transportation Management Project  Implementation  Eagle River-Florence Ranger District  Chequamegon-Nicolet National Forest  Florence and Forest Counties  WI,Final,01/18/2007,12/29/2006,Forest Service,WI,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87442,87442,Long Rail Vegetation and Transportation Management Project  Implementation  Eagle River-Florence Ranger District  Chequamegon-Nicolet National Forest  Florence and Forest Counties  WI,20060527,Final,2007-01-2900:00:00.0,NA,NA,NA,NA,WI,Forest Service,Christine Brunner,714-479-2827 Ext 21,NA
Fishlake National Forest Off-Highway Vehicle Route Designation Project  Proposes to Designate a System of Motorized Road  Trails  and Areas to Revise and Update the Existing Motorized Travel Plan  UT,Final,01/30/2007,12/22/2006,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87440,87440,Fishlake National Forest Off-Highway Vehicle Route Designation Project  Proposes to Designate a System of Motorized Road  Trails  and Areas to Revise and Update the Existing Motorized Travel Plan  UT,20060520,Final,2007-01-2200:00:00.0,NA,NA,NA,NA,UT,Forest Service,Dale Deiter,435-896-1007,NA
Gallatin National Forest  Proposed Travel Management Plan  Implementation  Forest Land and Resource Management  Madison  Gallatin  Park  Meagher  Sweetgrass and Carbon Counties  MT,Final,01/16/2007,12/22/2006,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87419,87419,Gallatin National Forest  Proposed Travel Management Plan  Implementation  Forest Land and Resource Management  Madison  Gallatin  Park  Meagher  Sweetgrass and Carbon Counties  MT,20060519,Final,2007-01-2200:00:00.0,NA,NA,NA,NA,MT,Forest Service,Steve Christiansen,406-587-6750,NA
Reissuance of 10-Year Term Grazing Permits to Continue Authorize Grazing on Eight Cattle Allotments  Permit Reissuing  Beaver Mountain Tushar Range  Millard  Piute  Garfield  Beaver and Iron Counties  UT,Final,01/16/2007,12/22/2006,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87418,87418,Reissuance of 10-Year Term Grazing Permits to Continue Authorize Grazing on Eight Cattle Allotments  Permit Reissuing  Beaver Mountain Tushar Range  Millard  Piute  Garfield  Beaver and Iron Counties  UT,20060516,Final,2007-01-2200:00:00.0,NA,NA,NA,NA,UT,Forest Service,Dave Grider,435-865-3731,NA
Arapahoe Basin 2006 Improvement Plan  Enhancing the Recreational Experience Addressing Lifts  Parking  and Terrain Network  Montezuma Bowl  Implementation  US Army COE 404 Permit  White River National Forest  Summit County  CO,Final,01/04/2007,12/22/2006,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87417,87417,Arapahoe Basin 2006 Improvement Plan  Enhancing the Recreational Experience Addressing Lifts  Parking  and Terrain Network  Montezuma Bowl  Implementation  US Army COE 404 Permit  White River National Forest  Summit County  CO,20060513,Final,2007-01-2200:00:00.0,NA,NA,NA,NA,CO,Forest Service,Peech Keller,970-262-3495,NA
Little Doe and Low Gulch Timber Sale Project  Proposes to Harvest Commercial Timber  Six Rivers National Forest  Mad River Ranger District  Trinity County  CA,Draft,01/18/2007,12/08/2006,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87416,87416,Little Doe and Low Gulch Timber Sale Project  Proposes to Harvest Commercial Timber  Six Rivers National Forest  Mad River Ranger District  Trinity County  CA,20060500,Draft,2007-03-1200:00:00.0,2007-01-2600:00:00.0,Revision of FR Notice Published 12/08/2006:  Extending Comment Period from   01/22/2007 to 03/12/2007,NA,NA,CA,Forest Service,Ruben Escatell,707-574-6233,EC1
South Yuba Canal Maintenance Project  Hazardous Trees Removal  Implementation  Tahoe National Forest  Nevada County  CA,Final,01/17/2007,12/01/2006,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87415,87415,South Yuba Canal Maintenance Project  Hazardous Trees Removal  Implementation  Tahoe National Forest  Nevada County  CA,20060487,Final,2007-01-1700:00:00.0,NA,NA,NA,NA,CA,Forest Service,Dennis W. Stevens,530-478-6253,NA
Crawford Project and Proposed Nonsignificant Forest Plan Amendments  Commercial Timber Harvest  Prescribed Burning  Adjustments to Dedicated Old Growth Areas  and  Road Closure and Decommissioning Activities  Implementation  Blue Mountain Ranger District  Malheur National Forest  Grant County  OR,Draft,01/08/2007,11/24/2006,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87414,87414,Crawford Project and Proposed Nonsignificant Forest Plan Amendments  Commercial Timber Harvest  Prescribed Burning  Adjustments to Dedicated Old Growth Areas  and  Road Closure and Decommissioning Activities  Implementation  Blue Mountain Ranger District  Malheur National Forest  Grant County  OR,20060481,Draft,2007-01-0800:00:00.0,NA,NA,NA,NA,OR,Forest Service,Ryan Falk,541-820-3800,EC1
Southern Rockies Canada Lynx Amendment  Updated Information  Incorporating Management Direction for Canada Lynx Habitat by Amending Land and Resource Management Plans  for Arapaho-Roosevelt  Pike-San Isabel  Grand Mesa-Uncompahgre-Gunnison  San Juan  Rio Grande and Medicine Bow-Routt National Forests  Implementation  CO and WY,Draft Supplement,02/22/2007,11/24/2006,Forest Service,NA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87413,87413,Southern Rockies Canada Lynx Amendment  Updated Information  Incorporating Management Direction for Canada Lynx Habitat by Amending Land and Resource Management Plans  for Arapaho-Roosevelt  Pike-San Isabel  Grand Mesa-Uncompahgre-Gunnison  San Juan  Rio Grande and Medicine Bow-Routt National Forests  Implementation  CO and WY,20060477,Draft Supplement,2007-02-2100:00:00.0,NA,NA,NA,NA,NA,Forest Service,Lois Pfeffer,559-359-7023,EC2
Northeast Yaak Project  Additional Documentation of Cumulative Effects Analysis  Proposed Harvest to Reduce Fuels in Old Growth  Implementation  Kootena National Forest  Three Rivers Ranger District  Lincoln County  MT,Draft Supplement,12/06/2006,11/09/2006,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87391,87391,Northeast Yaak Project  Additional Documentation of Cumulative Effects Analysis  Proposed Harvest to Reduce Fuels in Old Growth  Implementation  Kootena National Forest  Three Rivers Ranger District  Lincoln County  MT,20060464,Draft Supplement,2006-12-2600:00:00.0,NA,NA,NA,NA,MT,Forest Service,Eric Dickinson,406-295-4693,EC2
Custer National Forest Weed Management  To Implement Specific Invasive Weed Treatments  Carbon  Stillwater  Sweetgrass  Park  Powder River  Rosebud and Carter Counties  MT and Harding County  SD,Final,12/06/2006,11/09/2006,Forest Service,NA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87390,87390,Custer National Forest Weed Management  To Implement Specific Invasive Weed Treatments  Carbon  Stillwater  Sweetgrass  Park  Powder River  Rosebud and Carter Counties  MT and Harding County  SD,20060458,Final,2006-12-1100:00:00.0,NA,NA,NA,NA,NA,Forest Service,Kim Reid,406-657-6205 Ext 233,NA
Natapoc Ridge Restoration Project  To Improve Forest Health and Sustainability  and Reduce Wildfire and Hazardous Fuels  Wenatchee River Ranger District  Okanogan-Wenatchee National Forest  Chelan County  WA,Draft,12/21/2006,11/09/2006,Forest Service,WA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87389,87389,Natapoc Ridge Restoration Project  To Improve Forest Health and Sustainability  and Reduce Wildfire and Hazardous Fuels  Wenatchee River Ranger District  Okanogan-Wenatchee National Forest  Chelan County  WA,20060452,Draft,2006-12-2600:00:00.0,NA,NA,NA,NA,WA,Forest Service,Steve Willet,509-548-6977,LO
Salmon-Challis National Forest  Lost River/Lemhi Grazing Allotments  To Improve Range Condition and Trend  Lost River and Challis Ranger Districts  Salmon-Challis National Forest  Butte  Clark  Custer and Lemhi Counties  ID,Draft,02/02/2007,11/03/2006,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87388,87388,Salmon-Challis National Forest  Lost River/Lemhi Grazing Allotments  To Improve Range Condition and Trend  Lost River and Challis Ranger Districts  Salmon-Challis National Forest  Butte  Clark  Custer and Lemhi Counties  ID,20060449,Draft,2007-02-0200:00:00.0,2006-12-1500:00:00.0,Revision to FR Notice Published 11/03/2006:  Extending Comment Period from   12/18/2006 to 02/02/2007,NA,NA,ID,Forest Service,Karry Krieger,208-756-5102,EC2
Baht Timber Sale Project  Proposes to Harvest Timber and Temporary Road Construction on Zarembo Island  Wrangell Ranger District  Tongass National Forest  AK,Draft,12/18/2006,11/03/2006,Forest Service,AK,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87387,87387,Baht Timber Sale Project  Proposes to Harvest Timber and Temporary Road Construction on Zarembo Island  Wrangell Ranger District  Tongass National Forest  AK,20060443,Draft,2006-12-1800:00:00.0,NA,NA,NA,NA,AK,Forest Service,Linda Christian,907-874-7555,EC2
Rock Creek Recreational Trails Project  Updated Information on Habitat Status and Population Trend for the Pacific Deer Herd  Implementation  Eldorado National Forest  Eldorado County  CA,Final Supplement,12/06/2006,10/27/2006,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87386,87386,Rock Creek Recreational Trails Project  Updated Information on Habitat Status and Population Trend for the Pacific Deer Herd  Implementation  Eldorado National Forest  Eldorado County  CA,20060439,Final Supplement,2006-11-2700:00:00.0,NA,NA,NA,NA,CA,Forest Service,Laura Hierholzer,530-642-5187,NA
Kenai Winter Access Project  Updated Information on New Alternative   Develop a Winter Access Management Plan for 2006/2007 Winter Season  Implementation  Seward Ranger District  Chugach National Forest  Located on the Kenai Peninsula in Southcentral  AK,Draft Supplement,12/18/2006,10/20/2006,Forest Service,AK,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87385,87385,Kenai Winter Access Project  Updated Information on New Alternative   Develop a Winter Access Management Plan for 2006/2007 Winter Season  Implementation  Seward Ranger District  Chugach National Forest  Located on the Kenai Peninsula in Southcentral  AK,20060434,Draft Supplement,2006-12-1800:00:00.0,2006-12-0100:00:00.0,Revision to FR Notice Published on 10/20/2006:  Extending Comment Period from   12/04/2006 to12/18/2006,NA,NA,AK,Forest Service,Sharon Randall,907-743-9497,LO
North Zone Range 05 Project  Reauthorizing Livestock Grazing on Eight Existing Allotments  Black Hill National Forest  Bearlodge and Northern  Hills Ranger Districts  Crook County  WY and Lawrence County  SD,Final,11/27/2006,10/20/2006,Forest Service,NA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87362,87362,North Zone Range 05 Project  Reauthorizing Livestock Grazing on Eight Existing Allotments  Black Hill National Forest  Bearlodge and Northern  Hills Ranger Districts  Crook County  WY and Lawrence County  SD,20060426,Final,2006-11-2000:00:00.0,NA,NA,NA,NA,NA,Forest Service,Alice Allen,605-673-4853,NA
Kings River Project  Proposal to Restore Historical Pre-1850 Forest Conditions  Implementation  High Sierra Ranger District  Sierra National Forest  Fresno County  CA,Final,11/20/2006,10/20/2006,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87361,87361,Kings River Project  Proposal to Restore Historical Pre-1850 Forest Conditions  Implementation  High Sierra Ranger District  Sierra National Forest  Fresno County  CA,20060425,Final,2006-11-2000:00:00.0,NA,NA,NA,NA,CA,Forest Service,Ray Porter,559-855-5355,NA
German Ridge Restoration Project  New Information on 2006 Land and Resource Management Plan and on the Inadequate Effects Analysis  Implementation  Hoosier National Forest  Tell City Ranger District  Perry County  IN,Draft Supplement,11/29/2006,10/20/2006,Forest Service,IN,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87359,87359,German Ridge Restoration Project  New Information on 2006 Land and Resource Management Plan and on the Inadequate Effects Analysis  Implementation  Hoosier National Forest  Tell City Ranger District  Perry County  IN,20060420,Draft Supplement,2006-12-0400:00:00.0,NA,NA,NA,NA,IN,Forest Service,Ron Ellis,812-276-4733,EC2
Blue Mountain Land Exchange - Oregon Project  Proposed Exchange of Federal and Non-Federal Lands  Malheur  Umatilla  and Wallowa-Whitman National Forests  Baker  Grant  Morrow  Umatilla  Union and Wallowa Counties  OR,Final,11/17/2006,10/20/2006,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87360,87360,Blue Mountain Land Exchange - Oregon Project  Proposed Exchange of Federal and Non-Federal Lands  Malheur  Umatilla  and Wallowa-Whitman National Forests  Baker  Grant  Morrow  Umatilla  Union and Wallowa Counties  OR,20060421,Final,2006-11-2000:00:00.0,NA,NA,NA,NA,OR,Forest Service,Alicia Glassford,541-426-5689,NA
Wasatch-Cache National Forest Noxious Weed Treatment Program  Proposes to Treat Noxious Weeds 1.2 Million Acres of Wilderness and Non-Wilderness Areas  several counties  UT and Uinta County  WY,Final,11/20/2006,10/13/2006,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87358,87358,Wasatch-Cache National Forest Noxious Weed Treatment Program  Proposes to Treat Noxious Weeds 1.2 Million Acres of Wilderness and Non-Wilderness Areas  several counties  UT and Uinta County  WY,20060410,Final,2006-11-1600:00:00.0,NA,NA,NA,NA,UT,Forest Service,Mike Duncan,801-236-3415,NA
Lake Project  Proposal to Maintain Vegetative Diversity and Recover Economic Value of Dead  Dying and High Risk to Mortality Trees  Manti-La Sal National Forest  Ferron/Price Ranger District  Emery and Sanpete Counties  UT,Final,12/18/2006,10/13/2006,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87357,87357,Lake Project  Proposal to Maintain Vegetative Diversity and Recover Economic Value of Dead  Dying and High Risk to Mortality Trees  Manti-La Sal National Forest  Ferron/Price Ranger District  Emery and Sanpete Counties  UT,20060409,Final,2006-11-1600:00:00.0,NA,NA,NA,NA,UT,Forest Service,Diane Cote,435-636-3320,NA
Freeman Project  Reduce Hazardous Fuel and Improving Forest Health  Implementation  Lake Recreation Area  Beckworth Ranger District  Plumas National Forest  Plumas County  CA,Final,11/03/2006,10/06/2006,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87356,87356,Freeman Project  Reduce Hazardous Fuel and Improving Forest Health  Implementation  Lake Recreation Area  Beckworth Ranger District  Plumas National Forest  Plumas County  CA,20060403,Final,2006-11-0600:00:00.0,NA,NA,NA,NA,CA,Forest Service,Sabrina Stalder,530-836-7141,NA
Upper Strawberry Allotments Grazing  Authorize Liverstock Grazing  Heber Ranger District  Uinta National Forest  Wasatch County  UT,Final,11/20/2006,10/06/2006,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87355,87355,Upper Strawberry Allotments Grazing  Authorize Liverstock Grazing  Heber Ranger District  Uinta National Forest  Wasatch County  UT,20060398,Final,2006-11-0600:00:00.0,NA,NA,NA,NA,UT,Forest Service,Pam Jarnecke,775 -635-4144,NA
Slapjack Project   Protect Rural Communities from Fire Hazards by Constructing Defensible Fuel Profile Zones (DFPZS)  Feather River Ranger District  Plumas National Forest  Butte and Yuba Counties  CA,Final,11/02/2006,09/29/2006,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87332,87332,Slapjack Project   Protect Rural Communities from Fire Hazards by Constructing Defensible Fuel Profile Zones (DFPZS)  Feather River Ranger District  Plumas National Forest  Butte and Yuba Counties  CA,20060389,Final,2006-10-3000:00:00.0,NA,NA,NA,NA,CA,Forest Service,Susan Joyce,530-534-6500,NA
West Fork Blacks Fork Allotment Management Plan  Proposes to Authorize Continued Livestock Grazing  Township 1 North  Range 11 East  Salt Lake Principle Meridan  Evanston Ranger District  Wasatch-Cache National Forest  Summit County  UT,Final,10/30/2006,09/29/2006,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87331,87331,West Fork Blacks Fork Allotment Management Plan  Proposes to Authorize Continued Livestock Grazing  Township 1 North  Range 11 East  Salt Lake Principle Meridan  Evanston Ranger District  Wasatch-Cache National Forest  Summit County  UT,20060387,Final,2006-10-3000:00:00.0,NA,NA,NA,NA,UT,Forest Service,Amy Barker,307-789-3194,NA
Basin Creek Hazardous Fuels Reduction Project  Updated Information on the Soil Section  Soil Productivity Best Management Practices Monitoring Compliance with Regional Soil Quality Standards  Beaverhead-Deerlodge National Forest  Butte Ranger District  Butte-Silver Bow County  MT,Draft Supplement,NA,09/29/2006,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=75069,75069,Basin Creek Hazardous Fuels Reduction Project  Updated Information on the Soil Section  Soil Productivity Best Management Practices Monitoring Compliance with Regional Soil Quality Standards  Beaverhead-Deerlodge National Forest  Butte Ranger District  Butte-Silver Bow County  MT,20060387,Draft Supplement,2006-11-1300:00:00.0,NA,NA,NA,NA,MT,Forest Service,Leaf Magnuson,406-683-3950,ND
Northwest Howell Vegetation Management Project  New Information to Address Inadequate Disclosure of the Cumulative Effects Analysis for Six Animal and Two Plant  Species  Eagle River-Florence Ranger District  Chequamegon-Nicole National Forest  Florence and Forest Counties  WI,Final Supplement,10/19/2006,09/22/2006,Forest Service,WI,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87329,87329,Northwest Howell Vegetation Management Project  New Information to Address Inadequate Disclosure of the Cumulative Effects Analysis for Six Animal and Two Plant  Species  Eagle River-Florence Ranger District  Chequamegon-Nicole National Forest  Florence and Forest Counties  WI,20060386,Final Supplement,2006-10-2300:00:00.0,NA,NA,NA,NA,WI,Forest Service,Brian Quinn,715-762-5176,NA
Robin Redbreast Unpatented Lode Claim Mining Plan of Operations  Implementation  US Army COE Section 404 Permit  Located above the Middle Fork of the Cimarron River within the Uncompahgre Wilderness  Ouray Ranger District  Grand Mesa  Uncompahgre and Gunnison National Forests  Hinsdale County  CO,Draft,12/07/2006,09/22/2006,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87327,87327,Robin Redbreast Unpatented Lode Claim Mining Plan of Operations  Implementation  US Army COE Section 404 Permit  Located above the Middle Fork of the Cimarron River within the Uncompahgre Wilderness  Ouray Ranger District  Grand Mesa  Uncompahgre and Gunnison National Forests  Hinsdale County  CO,20060380,Draft,2006-11-0600:00:00.0,NA,NA,NA,NA,CO,Forest Service,Jeff Burch,970-874-6649,EC2
PROGRAMMATIC  - Monongahela National Forest Plan Revision  Proposes to Revise Land and Resource Management Plan  Barbour  Grant  Greebrier  Nicholas  Pendleton  Pocahontab  Preston  Randolph  Tucker and Webster Counties  WV,Final,10/23/2006,09/22/2006,Forest Service,WV,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87328,87328,PROGRAMMATIC  - Monongahela National Forest Plan Revision  Proposes to Revise Land and Resource Management Plan  Barbour  Grant  Greebrier  Nicholas  Pendleton  Pocahontab  Preston  Randolph  Tucker and Webster Counties  WV,20060381,Final,2006-10-2300:00:00.0,NA,NA,NA,NA,WV,Forest Service,Anita Kelley,304-636-1800 Ext. 324,NA
McCaslin Project  Vegetation Management Activities that are Consistent with Direction in the Nicolet Forest Plan  New Information to Address Inadequate Disclosure of the Cumulative Effect Analysis for Six Animal and Eight Plant Species  Lakewood/Lasna District  Chequamegaon-Nicolet National Forest  Oconto and Forest Counties  WI,Final Supplement,10/16/2006,09/15/2006,Forest Service,WI,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87304,87304,McCaslin Project  Vegetation Management Activities that are Consistent with Direction in the Nicolet Forest Plan  New Information to Address Inadequate Disclosure of the Cumulative Effect Analysis for Six Animal and Eight Plant Species  Lakewood/Lasna District  Chequamegaon-Nicolet National Forest  Oconto and Forest Counties  WI,20060370,Final Supplement,2006-10-1600:00:00.0,NA,NA,NA,NA,WI,Forest Service,Brian Quinn,715-762-5176,NA
Bull Mountain Natural Gas Pipeline  Construct  Operate and Maintain Natural Gas Pipeline  Issuance of  Right-of-Way Grant and Temporary Use Area Permits  Gunnison  Delta  Mesa  Garfield Counties  CO,Draft,11/07/2006,09/15/2006,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87326,87326,Bull Mountain Natural Gas Pipeline  Construct  Operate and Maintain Natural Gas Pipeline  Issuance of  Right-of-Way Grant and Temporary Use Area Permits  Gunnison  Delta  Mesa  Garfield Counties  CO,20060374,Draft,2006-11-1300:00:00.0,NA,NA,"
					US DOA  AFS and US DOI  BLM are Joint Lead Agencies for the above project.",NA,CO,Forest Service,Bill Jackson,970-963-2266,EC2
Gifford-Pinchot National Forest and Columbia River Gorge National Scenic Area (Washington Portion) Site-Specific Invasive Plant Treatment Project  Implementation  Skamania  Cowlitz  Lewis  Clark  Klickitat Counties  WA,Draft,09/13/2006,09/01/2006,Forest Service,WA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87303,87303,Gifford-Pinchot National Forest and Columbia River Gorge National Scenic Area (Washington Portion) Site-Specific Invasive Plant Treatment Project  Implementation  Skamania  Cowlitz  Lewis  Clark  Klickitat Counties  WA,20060360,Draft,2006-11-2200:00:00.0,2006-10-2700:00:00.0,Revision of FR Notice Published 09/01/2006:  Extending Comment Period from   10/16/2006 to 11/22/2006,NA,NA,WA,Forest Service,Carol A. Chandler,541-360-5100,LO
Lake Davis Pike Eradication Project  To Eradicate Pike  and Re-Establish Trout Fishery in the Tributaries  Special-Use- Permit  Plumas National Forest  Plumas County  CA,Draft,10/25/2006,09/01/2006,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87301,87301,Lake Davis Pike Eradication Project  To Eradicate Pike  and Re-Establish Trout Fishery in the Tributaries  Special-Use- Permit  Plumas National Forest  Plumas County  CA,20060358,Draft,2006-10-1600:00:00.0,NA,NA,NA,NA,CA,Forest Service,Angela Dillingham,530-283-7761,EC2
Watdog Project  Additional Analysis to Supplement Information  Feather River Ranger District  Plumas National Forest  Butte and Plumas Counties  CA,Draft Supplement,10/16/2006,09/01/2006,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87302,87302,Watdog Project  Additional Analysis to Supplement Information  Feather River Ranger District  Plumas National Forest  Butte and Plumas Counties  CA,20060359,Draft Supplement,2006-10-1600:00:00.0,NA,NA,NA,NA,CA,Forest Service,Susan Joyce,530-534-6500,EC2
Buckhorn Access Project  To Utilize the Marias Creek Route to Construct and Reconstruct Roads  Funding  NPDES Permit and US Army COE Section 404 Permit  Okanogan and Wenatchee National Forests  Tonasket Ranger District  Okanogan County  WA,Draft,10/16/2006,08/25/2006,Forest Service,WA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87300,87300,Buckhorn Access Project  To Utilize the Marias Creek Route to Construct and Reconstruct Roads  Funding  NPDES Permit and US Army COE Section 404 Permit  Okanogan and Wenatchee National Forests  Tonasket Ranger District  Okanogan County  WA,20060345,Draft,2006-10-1000:00:00.0,NA,NA,NA,NA,WA,Forest Service,Jan Flatten,509-826-3277,EC2
Deep Lake Allotment Project  Proposes to Re-authorize Grazing  Mormon Lake Ranger District  Coconino National District  Coconino County  AZ,Final,08/10/2006,08/25/2006,Forest Service,AZ,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=87299,87299,Deep Lake Allotment Project  Proposes to Re-authorize Grazing  Mormon Lake Ranger District  Coconino National District  Coconino County  AZ,20060344,Final,2006-09-2500:00:00.0,NA,NA,NA,NA,AZ,Forest Service,Katherine Sanchez Meador,928-526-0866,NA
